person_id,arrest_id,charge_degree,offense_category,arrest_date_event
1114653,28242622,felony,violent,2012-09-07
1111687,28253965,misdemeanor,other,2012-02-09
1111687,28251899,misdemeanor,drug,2012-06-07
1111687,28254329,misdemeanor,other,2012-12-22
1113857,6370777,misdemeanor,violent,2016-12-01
1114653,11228853,felony,violent,2012-09-07
1111687,10608598,misdemeanor,violent,2013-04-19
87608,9482736,misdemeanor,other,2014-05-06
1111687,8515727,misdemeanor,violent,2015-03-23
79198,8553916,felony,property,2015-03-11
1114013,6547770,misdemeanor,drug,2016-10-12
88417,8869032,misdemeanor,drug,2020-11-25
79687,71818,felony,property,2020-03-23
75426,5021643,felony,violent,2017-10-13
79687,5027340,felony,property,2017-10-12
1114013,6043768,felony,drug,2017-03-06
1116388,5150469,felony,violent,2017-09-20
79145,3269889,misdemeanor,property,2018-07-27
79198,3073383,felony,property,2018-09-05
79687,1529645,felony,property,2019-05-31
88044,2199263,misdemeanor,drug,2019-02-21
2559192,11349979,misdemeanor,violent,2012-07-27
1111687,10254731,misdemeanor,property,2013-08-17
1354979,10824060,misdemeanor,drug,2013-02-01
79145,10074004,misdemeanor,violent,2013-10-22
88044,10091424,misdemeanor,drug,2013-10-16
230959,9476216,misdemeanor,violent,2014-05-08
1111687,9612866,misdemeanor,other,2014-03-22
2570957,8293527,misdemeanor,drug,2015-06-03
1113786,8205680,misdemeanor,property,2015-07-01
1113857,6462871,misdemeanor,violent,2016-11-07
2579110,6362219,misdemeanor,drug,2016-12-08
2581544,6598794,misdemeanor,violent,2016-09-25
1113857,6816764,misdemeanor,violent,2016-07-23
79145,7417739,misdemeanor,property,2016-02-25
1113857,6651280,misdemeanor,violent,2016-09-10
1113786,7061405,misdemeanor,property,2016-05-13
2559192,6055237,misdemeanor,other,2017-03-02
2559192,5525027,misdemeanor,violent,2017-07-11
75450,5560397,misdemeanor,property,2017-07-04
89034,5567287,misdemeanor,violent,2017-07-01
89034,5573668,misdemeanor,violent,2017-06-30
2559192,5435553,misdemeanor,violent,2017-07-30
87608,5710263,misdemeanor,violent,2017-05-28
1455195,5976675,misdemeanor,drug,2017-03-24
79145,6213835,misdemeanor,violent,2017-01-21
2594951,3824510,misdemeanor,violent,2018-05-04
2559192,4092756,misdemeanor,violent,2018-03-29
2597745,2700059,misdemeanor,violent,2018-11-14
1114653,4562587,misdemeanor,violent,2018-01-03
79145,3601177,misdemeanor,property,2018-06-14
75450,3829324,misdemeanor,property,2018-05-03
2559192,3474209,misdemeanor,violent,2018-07-09
2597745,2700058,misdemeanor,violent,2018-11-14
2556504,1781416,misdemeanor,violent,2019-05-05
1114653,1254596,misdemeanor,violent,2019-07-23
2558637,1280132,misdemeanor,violent,2019-07-18
2559192,846670,misdemeanor,violent,2019-10-10
1113786,2220493,misdemeanor,property,2019-02-16
1475717,2118594,misdemeanor,drug,2019-03-07
2556504,767012,misdemeanor,violent,2019-10-26
2559192,788753,misdemeanor,violent,2019-10-22
2601543,7142035,misdemeanor,violent,2020-10-20
25060,3305864,misdemeanor,violent,2020-06-21
2559192,8679678,misdemeanor,violent,2020-11-22
230959,9525604,misdemeanor,violent,2020-12-14
910069,10944906,felony,violent,2012-12-15
1114653,11377166,felony,violent,2012-07-17
25060,10150757,misdemeanor,violent,2013-09-23
1111687,10742314,misdemeanor,other,2013-03-02
1273296,10238553,misdemeanor,violent,2013-08-23
230959,10637934,misdemeanor,other,2013-04-08
1111687,10849387,misdemeanor,violent,2013-01-24
1111687,10347321,misdemeanor,violent,2013-07-18
75450,10497247,felony,property,2013-05-28
79198,8967698,felony,property,2014-10-17
1113786,9278016,misdemeanor,violent,2014-07-06
75450,7891924,misdemeanor,property,2015-10-06
230959,8638935,misdemeanor,violent,2015-02-08
79687,8412273,misdemeanor,property,2015-04-22
230959,8131433,misdemeanor,other,2015-07-23
230959,8753863,misdemeanor,drug,2015-01-06
2570957,7305403,misdemeanor,property,2016-03-28
77897,6920623,misdemeanor,property,2016-06-24
1113786,6664412,misdemeanor,other,2016-09-07
51504,7041731,misdemeanor,violent,2016-05-18
1114013,7208841,misdemeanor,drug,2016-04-21
79687,7247779,misdemeanor,property,2016-04-12
1004917,7465428,misdemeanor,property,2016-02-14
1113786,7512054,misdemeanor,property,2016-02-02
2570957,7522949,misdemeanor,property,2016-01-29
2556504,5118851,misdemeanor,property,2017-09-26
2570957,5128622,misdemeanor,property,2017-09-24
1273296,5012631,misdemeanor,property,2017-10-16
2570957,5035688,misdemeanor,property,2017-10-11
1273296,5612796,misdemeanor,property,2017-06-20
75426,5234404,felony,violent,2017-09-07
1116388,5370881,felony,violent,2017-08-11
2593687,5970690,misdemeanor,violent,2017-03-27
79145,4092738,misdemeanor,property,2018-03-29
1475717,2721611,misdemeanor,drug,2018-11-09
79198,3935936,felony,property,2018-04-16
79145,4185409,misdemeanor,violent,2018-03-14
1475717,4252418,misdemeanor,drug,2018-03-02
79198,3940150,misdemeanor,drug,2018-04-15
2582921,2849380,felony,violent,2018-10-17
1475717,2903072,misdemeanor,other,2018-10-07
88044,2901631,misdemeanor,drug,2018-10-08
2597745,3127257,misdemeanor,violent,2018-08-26
79198,3433327,felony,property,2018-07-15
1114653,3399268,misdemeanor,violent,2018-07-20
1301492,3654987,misdemeanor,violent,2018-06-05
75450,3043008,misdemeanor,drug,2018-09-11
25060,4137593,misdemeanor,property,2018-03-23
79198,3577605,misdemeanor,property,2018-06-20
2559192,2830281,misdemeanor,violent,2018-10-20
2572349,3990322,misdemeanor,property,2018-04-06
79687,1822876,misdemeanor,property,2019-04-26
87608,1562686,misdemeanor,other,2019-05-27
1475717,1783046,misdemeanor,drug,2019-05-04
1475717,2137124,misdemeanor,drug,2019-03-05
2558637,979605,misdemeanor,other,2019-09-14
1111687,9397611,misdemeanor,other,2020-12-04
88417,157302,felony,drug,2020-03-02
230959,5028700,misdemeanor,property,2020-09-03
1111687,5550829,misdemeanor,other,2020-09-14
1061804,28625834,misdemeanor,drug,2012-08-27
848761,6909497,misdemeanor,property,2016-06-28
860034,4444008,misdemeanor,property,2018-01-26
1061804,11261725,misdemeanor,drug,2012-08-27
847994,9338759,misdemeanor,drug,2014-06-17
2497431,7755250,misdemeanor,drug,2015-11-16
451627,6564018,felony,property,2016-10-06
848761,7291919,felony,property,2016-03-31
847994,6576238,felony,drug,2016-10-03
883902,6973168,misdemeanor,drug,2016-06-08
848761,6836171,misdemeanor,drug,2016-07-18
848761,6855646,felony,property,2016-07-12
2497431,5919198,felony,drug,2017-04-07
2497431,5919197,felony,drug,2017-04-07
845123,4954578,felony,drug,2017-10-25
1061804,3381223,misdemeanor,drug,2018-07-24
43443,3450510,misdemeanor,violent,2018-07-12
1435646,10584677,misdemeanor,property,2013-04-26
1435646,9897646,misdemeanor,property,2013-12-16
847994,9099585,misdemeanor,drug,2014-09-04
860034,7841248,misdemeanor,property,2015-10-20
1075503,6623957,misdemeanor,property,2016-09-19
847667,6824527,misdemeanor,property,2016-07-21
2134220,6403657,misdemeanor,property,2016-11-20
1075503,7174383,misdemeanor,property,2016-05-02
848761,7254175,misdemeanor,property,2016-04-11
883902,5460025,misdemeanor,property,2017-07-25
2455042,5469978,misdemeanor,property,2017-07-24
2455042,5564167,misdemeanor,property,2017-07-03
860034,5036164,misdemeanor,property,2017-10-11
1074774,5239373,misdemeanor,property,2017-09-06
1431898,5336569,misdemeanor,property,2017-08-18
1431898,5342043,misdemeanor,property,2017-08-17
2455042,5960268,misdemeanor,property,2017-03-29
2508428,5970937,misdemeanor,property,2017-03-27
1061804,5989089,misdemeanor,property,2017-03-21
1308492,2939944,misdemeanor,property,2018-09-30
861665,2791571,misdemeanor,property,2018-10-29
1308492,2939945,misdemeanor,drug,2018-09-30
1061804,3185334,misdemeanor,drug,2018-08-13
861665,2619833,misdemeanor,property,2018-11-30
861665,2898780,misdemeanor,property,2018-10-09
1075503,4479809,misdemeanor,property,2018-01-20
173473,2873454,misdemeanor,property,2018-10-12
861665,2453763,misdemeanor,property,2019-01-03
1055158,1413956,misdemeanor,violent,2019-06-22
1308492,1720587,misdemeanor,drug,2020-05-19
1103608,52561,misdemeanor,violent,2020-04-06
1431369,11506217,misdemeanor,other,2012-06-03
1061804,8887488,misdemeanor,drug,2014-11-15
883902,9041192,felony,violent,2014-09-22
847994,9830028,misdemeanor,violent,2014-01-06
847994,9476270,felony,drug,2014-05-08
2456906,9237460,misdemeanor,drug,2014-07-19
80009,7665090,misdemeanor,drug,2015-12-11
1435646,8205741,misdemeanor,property,2015-07-01
2497431,7948095,misdemeanor,other,2015-09-17
860034,7811844,misdemeanor,drug,2015-10-29
883902,8237274,misdemeanor,property,2015-06-20
2452788,7603699,felony,violent,2016-01-03
847994,7311479,misdemeanor,violent,2016-03-25
451627,6724161,felony,property,2016-08-21
848761,7508310,felony,property,2016-02-03
80009,6688760,felony,property,2016-08-30
847994,6793133,felony,property,2016-08-01
1061804,7382549,misdemeanor,drug,2016-03-07
1075503,6957461,misdemeanor,property,2016-06-13
848761,7291921,misdemeanor,drug,2016-03-31
2456906,7417840,misdemeanor,drug,2016-02-25
2456906,6639316,misdemeanor,drug,2016-09-14
1075503,6655245,misdemeanor,property,2016-09-09
1075503,6659770,felony,violent,2016-09-08
883902,7153262,misdemeanor,drug,2016-05-07
80009,6836128,felony,property,2016-07-18
848761,7189038,felony,property,2016-04-28
80009,6851519,misdemeanor,property,2016-07-13
80009,6851520,misdemeanor,drug,2016-07-13
2508428,5769400,misdemeanor,drug,2017-05-16
861665,5132759,misdemeanor,property,2017-09-23
1107929,4827484,misdemeanor,drug,2017-11-14
845123,5413918,misdemeanor,drug,2017-08-03
2508428,5485957,misdemeanor,drug,2017-07-19
2497447,5560404,felony,violent,2017-07-04
861665,4600627,misdemeanor,drug,2017-12-23
861665,4936339,misdemeanor,property,2017-10-28
1061804,5595372,misdemeanor,drug,2017-06-24
2497431,6192743,felony,drug,2017-01-27
861665,5217816,misdemeanor,property,2017-09-11
860034,5229740,misdemeanor,property,2017-09-08
1061804,6201008,misdemeanor,property,2017-01-25
2515355,5436833,misdemeanor,property,2017-07-29
2455042,5960269,misdemeanor,property,2017-03-29
860034,5734456,felony,violent,2017-05-25
2497431,6213863,felony,drug,2017-01-21
1435646,4155587,misdemeanor,drug,2018-03-20
2497447,3089778,felony,violent,2018-09-02
1103608,4541881,misdemeanor,drug,2018-01-09
861665,2497261,misdemeanor,drug,2018-12-23
883902,3559253,misdemeanor,violent,2018-06-22
1061804,3797438,misdemeanor,drug,2018-05-09
43443,4437227,felony,violent,2018-01-27
173473,3450453,misdemeanor,property,2018-07-12
847667,1663362,misdemeanor,violent,2019-05-09
847667,1336700,felony,property,2019-07-09
847667,1611896,misdemeanor,violent,2019-05-17
861665,1511132,misdemeanor,property,2019-06-04
2452788,179136,felony,property,2020-02-26
847667,8269935,misdemeanor,property,2020-11-05
1055158,28951840,felony,violent,2012-01-12
1055115,28952638,felony,property,2012-06-08
1055115,28953530,felony,property,2012-07-13
1072559,11253684,misdemeanor,property,2012-08-29
1072559,11590817,misdemeanor,other,2012-05-07
1072559,10589269,misdemeanor,property,2013-04-25
1072559,10358545,misdemeanor,property,2013-07-15
1072559,10520104,misdemeanor,property,2013-05-20
1103608,10525905,misdemeanor,drug,2013-05-17
1072559,9214004,misdemeanor,property,2014-07-28
1072559,8807679,misdemeanor,property,2014-12-15
1072559,8827695,misdemeanor,other,2014-12-08
1072559,8845473,misdemeanor,other,2014-12-01
1072559,8427705,misdemeanor,property,2015-04-19
1072559,8485158,misdemeanor,property,2015-04-01
1072559,8172703,misdemeanor,property,2015-07-10
1297492,8127671,misdemeanor,drug,2015-07-24
1072559,8518402,misdemeanor,property,2015-03-21
1072559,6793302,misdemeanor,property,2016-08-01
1072559,7400782,misdemeanor,violent,2016-03-01
1072559,6890628,misdemeanor,property,2016-07-05
1072559,6838092,misdemeanor,property,2016-07-16
1297492,6860466,misdemeanor,property,2016-07-11
1072559,7458814,misdemeanor,property,2016-02-17
2558637,5052563,misdemeanor,violent,2017-10-07
1072559,5460660,misdemeanor,property,2017-07-25
1072559,5127102,misdemeanor,other,2017-09-25
3355630,6055461,misdemeanor,drug,2017-03-02
1072559,6288866,misdemeanor,property,2017-01-02
1072559,6288867,misdemeanor,property,2017-01-02
1072559,5912687,misdemeanor,property,2017-04-10
1072559,5289832,misdemeanor,property,2017-08-28
65834,5658290,misdemeanor,other,2017-06-12
43838,5692483,misdemeanor,violent,2017-06-02
1072559,6250144,misdemeanor,property,2017-01-11
3359933,4513810,misdemeanor,violent,2018-01-14
1072559,3871997,misdemeanor,property,2018-04-25
1072559,3692085,misdemeanor,property,2018-05-29
1072559,3860898,misdemeanor,property,2018-04-27
1072559,2849725,misdemeanor,property,2018-10-17
1072559,1274484,misdemeanor,other,2019-07-19
1072559,630475,misdemeanor,property,2019-11-23
1107929,1007267,misdemeanor,other,2019-09-10
1072559,1342649,misdemeanor,property,2019-07-07
1072559,789255,misdemeanor,property,2019-10-22
1055115,11537447,felony,property,2012-05-25
1072559,10494132,misdemeanor,other,2013-05-29
60742,9093030,misdemeanor,other,2014-09-06
222575,9364221,misdemeanor,other,2014-06-08
1055158,7763889,misdemeanor,violent,2015-11-13
1072559,8320304,misdemeanor,other,2015-05-24
883902,8010993,felony,other,2015-08-29
3352613,6944237,misdemeanor,property,2016-06-16
43195,6944245,misdemeanor,other,2016-06-16
43925,6954720,felony,drug,2016-06-14
85806,6816869,misdemeanor,property,2016-07-23
43925,6397213,felony,violent,2016-11-22
48528,3627021,misdemeanor,other,2018-06-10
1072559,3692084,misdemeanor,other,2018-05-29
1072559,3829446,misdemeanor,property,2018-05-03
1072559,3726445,misdemeanor,property,2018-05-22
56090,1052047,misdemeanor,violent,2019-09-01
1072559,6050646,misdemeanor,property,2017-03-03
1348192,5668710,misdemeanor,other,2017-06-08
3354887,5707539,misdemeanor,other,2017-05-30
1075503,9824244,misdemeanor,property,2014-01-07
1055115,7371681,misdemeanor,property,2016-03-09
1074774,7021588,misdemeanor,property,2016-05-24
1055158,7157820,misdemeanor,violent,2016-05-06
1075503,7165052,misdemeanor,property,2016-05-04
85806,7213164,misdemeanor,property,2016-04-20
1055158,6281928,misdemeanor,violent,2017-01-03
1074774,5022106,misdemeanor,property,2017-10-13
1072559,6201090,misdemeanor,other,2017-01-25
1055115,11440963,felony,property,2012-06-25
1074774,11505120,misdemeanor,other,2012-06-04
1074774,10858733,felony,violent,2013-01-19
1055115,9850674,misdemeanor,property,2013-12-29
1075503,9918761,misdemeanor,property,2013-12-10
80009,7715052,misdemeanor,other,2015-11-28
1055115,7300056,misdemeanor,property,2016-03-29
1072904,6695366,misdemeanor,violent,2016-08-29
847994,6803227,felony,property,2016-07-28
1055115,7406824,felony,property,2016-02-29
80009,6402865,felony,property,2016-11-21
80009,6862481,felony,property,2016-07-09
847994,487581,misdemeanor,violent,2019-12-23
1055115,11490319,felony,property,2012-06-08
1055115,11387490,felony,property,2012-07-13
1074774,10727131,felony,violent,2013-03-08
43925,6751628,misdemeanor,drug,2016-08-12
847994,6560817,felony,property,2016-10-07
1055115,7205513,felony,property,2016-04-22
43838,4738797,misdemeanor,violent,2017-11-29
80009,4898588,felony,property,2017-10-31
80009,4898589,felony,property,2017-10-31
43925,6205103,felony,violent,2017-01-24
100614,11270145,misdemeanor,violent,2012-08-23
101770,10915587,misdemeanor,property,2012-12-28
103801,11505978,misdemeanor,drug,2012-06-03
94941,11071193,misdemeanor,property,2012-11-01
112145,11108325,misdemeanor,property,2012-10-18
95389,11412300,misdemeanor,other,2012-07-05
114124,11433743,misdemeanor,property,2012-06-27
115414,10723577,misdemeanor,property,2013-03-09
25928,10584440,misdemeanor,property,2013-04-26
98350,10218104,misdemeanor,other,2013-08-30
106675,10661605,misdemeanor,property,2013-03-30
69058,10299755,misdemeanor,property,2013-08-04
69058,9870773,misdemeanor,violent,2013-12-22
67939,9913398,misdemeanor,property,2013-12-11
122092,8856210,misdemeanor,drug,2014-11-25
92636,8957370,misdemeanor,property,2014-10-21
92636,9042131,misdemeanor,property,2014-09-21
92636,8992305,misdemeanor,property,2014-10-08
92636,9108449,misdemeanor,property,2014-09-01
56410,9226307,misdemeanor,property,2014-07-23
67939,9250707,misdemeanor,property,2014-07-15
92636,9294049,misdemeanor,property,2014-07-01
115414,8779984,misdemeanor,property,2014-12-23
115414,8811942,misdemeanor,property,2014-12-12
172713,9378467,misdemeanor,drug,2014-06-03
173473,8842034,misdemeanor,other,2014-12-02
92636,8047838,misdemeanor,property,2015-08-18
92254,8637240,misdemeanor,other,2015-02-09
92254,8638771,misdemeanor,property,2015-02-08
67939,8639843,misdemeanor,property,2015-02-07
92636,8427396,misdemeanor,property,2015-04-19
92636,8301882,misdemeanor,property,2015-05-31
184900,8094899,misdemeanor,drug,2015-08-04
92636,8166426,misdemeanor,property,2015-07-13
92254,8702412,misdemeanor,property,2015-01-22
78499,8189655,felony,other,2015-07-08
92636,8202616,misdemeanor,property,2015-07-02
92636,8579097,misdemeanor,property,2015-03-01
92636,7875753,misdemeanor,property,2015-10-11
92636,8759038,misdemeanor,property,2015-01-03
196266,7986730,misdemeanor,violent,2015-09-06
92220,8597718,misdemeanor,other,2015-02-24
91690,7825507,misdemeanor,property,2015-10-24
92636,8246483,misdemeanor,property,2015-06-17
92636,7851924,misdemeanor,property,2015-10-16
92636,7876758,misdemeanor,property,2015-10-10
114124,8621504,misdemeanor,property,2015-02-13
203355,7279968,misdemeanor,violent,2016-04-02
92636,7306284,misdemeanor,property,2016-03-27
92636,6870865,misdemeanor,property,2016-07-07
206779,6305282,misdemeanor,property,2016-12-24
206826,6892253,misdemeanor,property,2016-07-03
92636,6290599,misdemeanor,property,2016-12-31
67939,7367365,misdemeanor,property,2016-03-10
212874,7376190,felony,property,2016-03-08
92636,7387828,misdemeanor,property,2016-03-04
98350,6542455,misdemeanor,property,2016-10-13
215578,7504516,misdemeanor,property,2016-02-04
92636,6983390,misdemeanor,property,2016-06-05
26258,6387100,misdemeanor,property,2016-11-26
92636,7055128,misdemeanor,property,2016-05-15
92636,7188003,misdemeanor,property,2016-04-28
92636,7194554,misdemeanor,property,2016-04-26
92636,7200723,misdemeanor,property,2016-04-23
224737,7216810,misdemeanor,property,2016-04-19
69058,7255033,misdemeanor,property,2016-04-10
226290,7256175,misdemeanor,violent,2016-04-09
92636,7277106,misdemeanor,property,2016-04-04
67939,7277251,misdemeanor,property,2016-04-04
228162,7542921,misdemeanor,property,2016-01-20
228445,7566068,misdemeanor,drug,2016-01-14
92636,4665139,misdemeanor,property,2017-12-11
230874,5698616,misdemeanor,violent,2017-05-31
230885,5830453,felony,property,2017-04-29
230959,5045367,misdemeanor,drug,2017-10-10
91611,5469330,misdemeanor,property,2017-07-24
235227,6072436,misdemeanor,drug,2017-02-26
230959,5389656,misdemeanor,property,2017-08-08
236038,4737746,misdemeanor,violent,2017-11-29
92636,5789741,misdemeanor,property,2017-05-10
91690,5883395,misdemeanor,property,2017-04-17
92636,5155920,misdemeanor,property,2017-09-19
92826,4574366,misdemeanor,property,2017-12-30
91611,4574504,misdemeanor,other,2017-12-30
91690,5540459,misdemeanor,property,2017-07-07
91611,5546180,misdemeanor,property,2017-07-06
92636,4588296,misdemeanor,property,2017-12-27
66046,6122534,misdemeanor,property,2017-02-14
126282,4762793,misdemeanor,property,2017-11-24
91690,5169643,misdemeanor,property,2017-09-16
91611,5490784,misdemeanor,property,2017-07-18
28614,4630193,misdemeanor,violent,2017-12-18
242483,4674255,misdemeanor,property,2017-12-08
243705,4841351,misdemeanor,property,2017-11-11
92636,5182465,misdemeanor,property,2017-09-14
92636,5577409,misdemeanor,property,2017-06-29
69593,6166510,misdemeanor,property,2017-02-03
243705,6060586,misdemeanor,property,2017-03-01
92636,5034209,misdemeanor,property,2017-10-11
248206,5297910,misdemeanor,property,2017-08-25
92636,5212292,misdemeanor,property,2017-09-11
249937,5322293,misdemeanor,violent,2017-08-21
91690,5330439,misdemeanor,property,2017-08-19
229544,5997738,misdemeanor,other,2017-03-18
91718,6028961,misdemeanor,property,2017-03-09
95389,3021313,misdemeanor,other,2018-09-14
115968,2694279,misdemeanor,violent,2018-11-15
260781,3059137,felony,violent,2018-09-07
98350,4251992,misdemeanor,violent,2018-03-02
98350,4264651,misdemeanor,property,2018-02-28
265085,2818123,misdemeanor,property,2018-10-23
265085,2879575,misdemeanor,property,2018-10-11
260781,3059136,felony,violent,2018-09-07
98350,3187114,misdemeanor,property,2018-08-12
242203,3513350,felony,violent,2018-06-30
98350,3714377,misdemeanor,other,2018-05-24
13592,3756109,misdemeanor,violent,2018-05-16
265085,3783442,misdemeanor,property,2018-05-11
271093,3188624,misdemeanor,property,2018-08-11
243705,3065596,felony,other,2018-09-06
275082,3083081,misdemeanor,other,2018-09-04
27836,3448399,misdemeanor,violent,2018-07-12
243705,2467599,misdemeanor,property,2018-12-31
265085,2573014,misdemeanor,property,2018-12-09
92636,2715207,misdemeanor,property,2018-11-10
92636,2901076,misdemeanor,property,2018-10-08
243705,2935721,misdemeanor,property,2018-10-01
27836,4319635,misdemeanor,violent,2018-02-17
92636,4324643,misdemeanor,property,2018-02-16
32779,1248505,misdemeanor,violent,2019-07-24
91883,1047266,misdemeanor,other,2019-09-03
92636,1411743,misdemeanor,property,2019-06-23
115968,1413858,misdemeanor,violent,2019-06-22
126282,1498893,misdemeanor,property,2019-06-06
92636,1834377,misdemeanor,property,2019-04-24
92636,1851482,misdemeanor,property,2019-04-21
91883,1943438,misdemeanor,other,2019-04-05
92636,2124732,misdemeanor,property,2019-03-06
301613,2374752,misdemeanor,other,2019-01-18
91883,729953,misdemeanor,property,2019-11-04
91883,22684,misdemeanor,property,2020-04-27
28614,346942,misdemeanor,property,2020-01-23
306374,3294755,misdemeanor,violent,2020-06-17
92636,401567,misdemeanor,property,2020-01-13
27249,11325121,misdemeanor,violent,2012-08-04
66046,11182725,misdemeanor,property,2012-09-21
98350,10937959,misdemeanor,property,2012-12-18
32790,11100901,felony,property,2012-10-20
92254,11124555,misdemeanor,property,2012-10-12
113657,11150684,misdemeanor,other,2012-10-03
115968,10592105,misdemeanor,other,2013-04-24
93743,10150429,misdemeanor,property,2013-09-23
92826,10001779,misdemeanor,property,2013-11-16
126282,10294030,misdemeanor,other,2013-08-06
131507,10895117,felony,violent,2013-01-07
66046,10070531,felony,violent,2013-10-23
98350,10073674,misdemeanor,property,2013-10-22
25060,9904022,misdemeanor,other,2013-12-13
33253,10499564,misdemeanor,property,2013-05-27
98350,10530684,misdemeanor,violent,2013-05-16
93743,8884967,misdemeanor,other,2014-11-17
91690,8895046,misdemeanor,other,2014-11-13
115414,9729689,misdemeanor,other,2014-02-08
65964,9834887,misdemeanor,property,2014-01-03
91690,8951771,misdemeanor,property,2014-10-23
78880,9508153,felony,property,2014-04-26
106675,9306305,felony,other,2014-06-27
114124,9375174,misdemeanor,other,2014-06-04
69058,8850197,misdemeanor,property,2014-11-27
175405,8060389,misdemeanor,property,2015-08-14
92636,8399158,misdemeanor,property,2015-04-27
91690,8440742,misdemeanor,property,2015-04-15
91690,7614533,misdemeanor,property,2015-12-29
175405,8705837,misdemeanor,violent,2015-01-21
92636,7769219,misdemeanor,property,2015-11-11
92636,7969506,misdemeanor,property,2015-09-10
67939,8243244,misdemeanor,property,2015-06-18
92826,8618758,misdemeanor,violent,2015-02-14
27785,6443918,misdemeanor,violent,2016-11-13
92826,6723938,misdemeanor,property,2016-08-21
122092,6464808,felony,property,2016-11-05
700259,7347268,felony,violent,2016-03-16
210420,6496625,misdemeanor,other,2016-10-26
69058,7511394,misdemeanor,property,2016-02-02
13592,7357500,misdemeanor,property,2016-03-13
67939,7367366,misdemeanor,property,2016-03-10
67939,6802628,misdemeanor,property,2016-07-28
184900,6816608,felony,property,2016-07-23
113657,6607334,felony,property,2016-09-22
780656,6969145,felony,property,2016-06-09
91883,6972511,misdemeanor,property,2016-06-08
98350,6623309,misdemeanor,drug,2016-09-19
69058,7417171,misdemeanor,other,2016-02-25
98350,7001601,misdemeanor,violent,2016-05-31
220893,6404454,felony,property,2016-11-19
92636,7041224,misdemeanor,property,2016-05-18
67939,7453915,misdemeanor,property,2016-02-18
98350,6751005,misdemeanor,other,2016-08-12
92826,7241896,misdemeanor,violent,2016-04-13
91481,5369551,misdemeanor,other,2017-08-11
92636,5128118,misdemeanor,property,2017-09-24
98350,5404630,misdemeanor,other,2017-08-05
238381,5480070,felony,other,2017-07-20
92636,5812071,misdemeanor,property,2017-05-04
91690,5911828,misdemeanor,violent,2017-04-10
539354,4818638,misdemeanor,property,2017-11-15
239629,5585793,felony,violent,2017-06-27
246429,4981359,misdemeanor,property,2017-10-20
217338,5591945,felony,other,2017-06-26
26258,6230459,misdemeanor,property,2017-01-17
91481,5340908,misdemeanor,property,2017-08-17
230874,5175186,misdemeanor,violent,2017-09-15
196266,5686022,misdemeanor,violent,2017-06-03
91690,6204625,misdemeanor,property,2017-01-24
91481,6210458,misdemeanor,property,2017-01-23
91690,5996761,misdemeanor,property,2017-03-19
98350,4251991,misdemeanor,violent,2018-03-02
13592,2737378,felony,property,2018-11-06
13592,2737379,felony,property,2018-11-06
91481,4319416,misdemeanor,property,2018-02-17
91883,1178058,misdemeanor,property,2019-08-07
91883,556446,misdemeanor,property,2019-12-07
243705,2030506,misdemeanor,property,2019-03-20
91883,856722,misdemeanor,property,2019-10-08
126282,804028,misdemeanor,property,2019-10-18
27586,1025422,misdemeanor,property,2019-09-06
220893,1528443,felony,violent,2019-05-31
65387,2369334,felony,violent,2019-01-19
91883,575170,misdemeanor,other,2019-12-04
32779,798074,felony,violent,2019-10-20
101770,3326186,misdemeanor,property,2020-06-26
98350,439928,felony,violent,2020-01-04
69058,340255,misdemeanor,violent,2020-01-24
65387,268571,felony,violent,2020-02-07
265085,8724008,misdemeanor,violent,2020-11-23
91883,223597,misdemeanor,violent,2020-02-18
98350,263109,misdemeanor,other,2020-02-09
306222,11441983,felony,property,2012-06-24
84027,11185338,misdemeanor,drug,2012-09-20
434345,11462875,misdemeanor,property,2012-06-17
555286,11304287,misdemeanor,property,2012-08-12
172713,11514055,misdemeanor,drug,2012-05-31
145687,11356626,misdemeanor,other,2012-07-25
434345,11595615,misdemeanor,violent,2012-05-04
265085,11022578,misdemeanor,drug,2012-11-20
112145,11074891,misdemeanor,property,2012-10-31
316053,11404185,misdemeanor,violent,2012-07-08
67939,11140088,misdemeanor,property,2012-10-07
570963,11424142,misdemeanor,violent,2012-06-30
571225,11430441,misdemeanor,drug,2012-06-28
67939,10142531,misdemeanor,property,2013-09-25
575555,10298295,misdemeanor,drug,2013-08-05
92826,10004549,misdemeanor,property,2013-11-15
92254,10224653,misdemeanor,property,2013-08-28
586087,10241437,misdemeanor,drug,2013-08-22
265085,10254672,misdemeanor,drug,2013-08-17
29538,10881294,misdemeanor,drug,2013-01-11
103801,10881298,misdemeanor,violent,2013-01-11
106675,10248015,misdemeanor,drug,2013-08-20
198393,9850524,misdemeanor,violent,2013-12-29
598785,9863224,misdemeanor,property,2013-12-24
306222,10407809,felony,property,2013-06-27
586087,10450758,misdemeanor,drug,2013-06-12
103801,10453888,misdemeanor,drug,2013-06-11
145687,8863700,misdemeanor,property,2014-11-22
311707,8874413,misdemeanor,property,2014-11-20
207810,8874555,misdemeanor,drug,2014-11-20
145687,8905089,misdemeanor,property,2014-11-10
67939,9092645,misdemeanor,property,2014-09-06
571225,9092739,misdemeanor,property,2014-09-06
91690,9791126,misdemeanor,property,2014-01-17
101916,9142926,misdemeanor,property,2014-08-20
162419,9451580,misdemeanor,drug,2014-05-17
145687,9475842,misdemeanor,property,2014-05-08
316053,9486506,misdemeanor,violent,2014-05-05
